	id_target	id_reference	sent_target	sent_reference	num_SS	num_DS	num_VDS	majority_vote
228	333	285	", he told us we could make it,"" said Williams."	"The officer tells Floyd to ""relax"". Floyd responds: ""I can"""	0	0	7	VDS
229	334	283	She said Floyd had moved to Minneapolis from Texas a few years earlier, to change his life, and went out of his way to help the underprivileged, such as people experiencing homelessness, people dealing with drug addiction, and sex workers.	Floyd was identified by prominent civil rights lawyer Ben Crump, who said he had been retained by the Floyd family.	0	1	6	VDS
230	335	283	"He was articulate, he was grounded, he was spiritual, he was an athlete, he was an organizer, he was a comforter, he was an encourager,"" said Williams."	Floyd was identified by prominent civil rights lawyer Ben Crump, who said he had been retained by the Floyd family.	0	1	6	VDS
231	336	289	I could just go on and on and on about who he was.	It is unclear what happened before and after the video was taken.	0	0	7	VDS
232	337	291	In a statement, police said they had initially been called to the scene to investigate a forgery.	"In a statement earlier on Tuesday, the Minneapolis Police Department said its officers were responding to a ""report of a forgery in progress"". ""After [the suspect] got out [of his car], he physically resisted officers,"" the statement said."	4	2	1	SS
233	338	290	"Minneapolis police did not immediately respond to BuzzFeed News' request for comment, but in a statement to KSTP, police spokesperson John Elder said Floyd died after ""medical distress."	"Minneapolis Police Chief Medaria Arradondo said during a news conference on Tuesday that the four officers involved in the incident were now ""former employees"". The city's mayor, Jacob Frey, confirmed that the officers had been terminated, saying ""this is the right decision for our city"". Four responding MPD officers involved in the death of George Floyd have been terminated."	0	1	6	VDS
234	339	292	"¦ officers were able to get the suspect into handcuffs and the officers noticed the male was going into medical distress,"" Elder told KSTP."	"""Officers were able to get the suspect into handcuffs and note he appeared to be suffering medical distress."""	5	2	0	SS
235	340	301	"They are literally lying,"" wrote the woman who posted the Facebook video of the incident."	Nekima Levy Armstrong, a local lawyer and prominent activist, wrote on Facebook that this	0	3	4	VDS
236	341	290	"In an emotional press conference on Tuesday morning, Minneapolis Mayor Jacob Frey said Floyd ""should not have died"" and that the officer ""failed in the most basic human sense."	"Minneapolis Police Chief Medaria Arradondo said during a news conference on Tuesday that the four officers involved in the incident were now ""former employees"". The city's mayor, Jacob Frey, confirmed that the officers had been terminated, saying ""this is the right decision for our city"". Four responding MPD officers involved in the death of George Floyd have been terminated."	0	1	6	VDS
237	342	298	"""What we saw was horrible, completely and utterly messed up,"" said Frey."	"""We all watched the horrific death of George Floyd on video as witnesses begged the police officer to take him to the police car and get off his neck,"" Crump, the Floyd"""	0	2	5	VDS
238	343	300	"Being black in America should not be a death sentence,"" Frey said."	"many ""˜while Black' deaths will it take until the racial profiling and undervaluing of black lives by police"	0	2	5	VDS
239	344	303	For five minutes, we watched as a white officer pressed his knee into the neck of a black man.	Minneapolis Police officers killed a Black man last night by placing a knee on the back of his neck while he was handcuffed and lying on the ground.	0	6	1	DS
240	345	281	"Minnesota Sen. Amy Klobuchar also condemned what she described as ""another horrifying and gutwrenching instance of an African American man dying."	"A Black man who yelled ""I cannot breathe"" as a white Minneapolis police officer pinned him down with his knee in the US state of Minnesota died late on Monday, police confirmed, drawing outrage from community members and leaders, and leading to the officers"""	0	1	6	VDS
241	346	281	My statement on the officer-involved death in Minneapolis: Some protesters who marched in honor of Floyd Tuesday afternoon later gathered outside the police station and clashed with officers, smashing windows as gas was deployed to break up the demonstration.	"A Black man who yelled ""I cannot breathe"" as a white Minneapolis police officer pinned him down with his knee in the US state of Minnesota died late on Monday, police confirmed, drawing outrage from community members and leaders, and leading to the officers"""	0	2	5	VDS
242	347	282	Carlos Gonzalez / AP Protesters gather calling for justice for George Floyd on May 26, 2020, in Minneapolis.	"Video of the incident shows the police officer pinning down George Floyd, believed to be in his 40s, to the pavement with his knee on the man"""	0	0	7	VDS
243	348	298	The family of George Floyd -- who died after pleading that he couldn't breathe while a police officer held him down with a knee on his neck -- say they want the four Minneapolis officers involved charged with murder.	"""We all watched the horrific death of George Floyd on video as witnesses begged the police officer to take him to the police car and get off his neck,"" Crump, the Floyd"""	0	2	5	VDS
244	349	292	They were supposed to be there to serve and to protect	"""Officers were able to get the suspect into handcuffs and note he appeared to be suffering medical distress."""	1	1	5	VDS
245	350	292	and I didn't see a single one of them lift a finger to do anything to help while he was begging for his life.	"""Officers were able to get the suspect into handcuffs and note he appeared to be suffering medical distress."""	1	1	5	VDS
246	351	288	"Not one of them tried to do anything to help him,"" Tera Brown, Floyd's cousin, told CNN's Don Lemon."	Those who were watching the incident unfold can be heard begging police to move off Floyd.	1	5	1	DS
247	352	298	"In an emotional interview Tuesday night, Brown and Floyd's two brothers held up his picture and spoke of a man who ""didn't hurt anybody"" and who they described as a ""gentle giant."""	"""We all watched the horrific death of George Floyd on video as witnesses begged the police officer to take him to the police car and get off his neck,"" Crump, the Floyd"""	0	1	6	VDS
248	353	285	"""Knowing my brother is to love my brother,"" Philonise Floyd said."	"The officer tells Floyd to ""relax"". Floyd responds: ""I can"""	0	0	7	VDS
249	354	292	They could have tased him; they could have maced him.	"""Officers were able to get the suspect into handcuffs and note he appeared to be suffering medical distress."""	0	1	6	VDS
250	355	292	"""They treated him worse than they treat animals,"" he said."	"""Officers were able to get the suspect into handcuffs and note he appeared to be suffering medical distress."""	0	2	5	VDS
251	356	290	Four officers involved were fired Tuesday, the police department said, and state and federal authorities are investigating the case.	"Minneapolis Police Chief Medaria Arradondo said during a news conference on Tuesday that the four officers involved in the incident were now ""former employees"". The city's mayor, Jacob Frey, confirmed that the officers had been terminated, saying ""this is the right decision for our city"". Four responding MPD officers involved in the death of George Floyd have been terminated."	1	4	2	DS
252	357	282	That includes Officer Derek Chauvin, the man seen on video restraining Floyd with his knee, Chauvin's attorney Tom Kelly said.	"Video of the incident shows the police officer pinning down George Floyd, believed to be in his 40s, to the pavement with his knee on the man"""	1	5	1	DS
253	358	291	"The Police Officers Federation of Minneapolis said in a statement the officers were cooperating in the investigation and urged ""now is not the time to rush to (judgment)"" while the officers' actions are examined."	"In a statement earlier on Tuesday, the Minneapolis Police Department said its officers were responding to a ""report of a forgery in progress"". ""After [the suspect] got out [of his car], he physically resisted officers,"" the statement said."	0	3	4	VDS
254	359	291	Minneapolis police said officers were responding to an alleged forgery Monday evening and were told a person later described as the suspect was sitting on a car.	"In a statement earlier on Tuesday, the Minneapolis Police Department said its officers were responding to a ""report of a forgery in progress"". ""After [the suspect] got out [of his car], he physically resisted officers,"" the statement said."	0	5	2	DS
255	360	288	"They found Floyd, who at that point was inside a car and police said he ""physically resisted"" after he got out."	Those who were watching the incident unfold can be heard begging police to move off Floyd.	0	1	6	VDS
256	361	285	"Officers handcuffed Floyd, who police said ""appeared to be suffering medical distress."	"The officer tells Floyd to ""relax"". Floyd responds: ""I can"""	0	0	7	VDS
257	362	293	He was taken to a hospital, where he was pronounced dead, police said.	He was then transported to a nearby medical centre where he died a short time later, the department said.	4	1	2	SS
258	363	296	Video captured by bystanders at the scene of the arrest	The police officers involved in the incident were wearing body cameras, the Minneapolis police department said.	0	1	6	VDS
259	364	282	shows an officer with his knee pressed against the neck of the 46-year-old, who was handcuffed on the pavement, complaining that his body hurt and he couldn't breathe.	"Video of the incident shows the police officer pinning down George Floyd, believed to be in his 40s, to the pavement with his knee on the man"""	2	3	2	DS
260	365	303	Two officers handled the man on the ground while another stood nearby with his eyes on the bystanders as traffic passed.	Minneapolis Police officers killed a Black man last night by placing a knee on the back of his neck while he was handcuffed and lying on the ground.	1	2	4	VDS
261	366	296	Surveillance video obtained from a nearby restaurant showed the first point of contact police had with the man.	The police officers involved in the incident were wearing body cameras, the Minneapolis police department said.	0	1	6	VDS
262	367	298	An officer escorts a handcuffed Floyd out of a car and Floyd sits on the sidewalk.	"""We all watched the horrific death of George Floyd on video as witnesses begged the police officer to take him to the police car and get off his neck,"" Crump, the Floyd"""	0	0	7	VDS
263	368	286	Moments later, the officer and another escort Floyd away, still with his hands behind his back.	The officer continues to hold down Floyd with his knee for several minutes, with Floyd pleading and asking for water.	0	1	6	VDS
264	369	282	George's brother Rodney Floyd told CBS that he didn't believe George was resisting arrest.	"Video of the incident shows the police officer pinning down George Floyd, believed to be in his 40s, to the pavement with his knee on the man"""	0	0	7	VDS
265	370	285	"You can see what you saw,"" Rodney Floyd said in an interview that ""CBS This Morning"" aired Wednesday."	"The officer tells Floyd to ""relax"". Floyd responds: ""I can"""	0	0	7	VDS
266	371	281	And I saw, and the nation saw ... and every black person saw, the same thing, because it don't happen to nobody else.	"A Black man who yelled ""I cannot breathe"" as a white Minneapolis police officer pinned him down with his knee in the US state of Minnesota died late on Monday, police confirmed, drawing outrage from community members and leaders, and leading to the officers"""	0	1	6	VDS
267	372	282	Cell phone video shows an officer with a knee on George Floyd's neck on Monday evening.	"Video of the incident shows the police officer pinning down George Floyd, believed to be in his 40s, to the pavement with his knee on the man"""	1	4	2	DS
268	373	300	"They need to be charged with murder because what they did was murder,"" Brown told CNN."	"many ""˜while Black' deaths will it take until the racial profiling and undervaluing of black lives by police"	1	1	5	VDS
269	374	302	"And almost the whole world has witnessed that because somebody was gracious enough to record it."""	"""is trauma on trauma on trauma"". ""We can't escape police violence even in a global pandemic,"" she added."	0	1	6	VDS
270	375	285	George Floyd's sister Bridgett Floyd told ABC on Wednesday that she also wants the officers arrested.	"The officer tells Floyd to ""relax"". Floyd responds: ""I can"""	0	0	7	VDS
271	376	291	"The officers' firings are ""definitely not enough justice for me and my family,"" she told ""Good Morning America."	"In a statement earlier on Tuesday, the Minneapolis Police Department said its officers were responding to a ""report of a forgery in progress"". ""After [the suspect] got out [of his car], he physically resisted officers,"" the statement said."	0	0	7	VDS
272	377	288	I feel those guys need to be put in jail.	Those who were watching the incident unfold can be heard begging police to move off Floyd.	0	1	6	VDS
273	378	298	A day after Floyd's death, hundreds gathered at the same intersection where he was pinned to the ground and they later marched to a police precinct to protest.	"""We all watched the horrific death of George Floyd on video as witnesses begged the police officer to take him to the police car and get off his neck,"" Crump, the Floyd"""	0	2	6	VDS
274	379	284	"The protesters chanted ""No justice, no peace,"" and ""I can't breathe."	"Floyd can be heard saying in the video: ""Please, please, I cannot breathe."""	1	2	4	VDS
275	380	288	Some demonstrators wheeled a shopping cart full of rocks just outside the precinct and dumped it on the ground for people to throw, a CNN team there reported.	Those who were watching the incident unfold can be heard begging police to move off Floyd.	0	0	7	VDS
276	381	296	Police used tear gas to disperse the crowd after some people turned unruly, a spokesman for the police department said.	The police officers involved in the incident were wearing body cameras, the Minneapolis police department said.	0	0	7	VDS
277	382	283	An undated photo of George Floyd, provided Wednesday to news media by Benjamin Crump, attorney for Floyd's family. '	Floyd was identified by prominent civil rights lawyer Ben Crump, who said he had been retained by the Floyd family.	1	2	4	VDS
278	383	298	I can't breathe' The video of Floyd's encounter with police that has circulated on social media shows one police officer with his knee on Floyd to keep him on the ground.	"""We all watched the horrific death of George Floyd on video as witnesses begged the police officer to take him to the police car and get off his neck,"" Crump, the Floyd"""	0	3	4	VDS
279	384	284	"Please, I can't breathe,"" the man says, protesting for several minutes before he becomes silent."	"Floyd can be heard saying in the video: ""Please, please, I cannot breathe."""	4	3	0	SS
280	385	288	Bystanders urge the officer to release the man from his hold.	Those who were watching the incident unfold can be heard begging police to move off Floyd.	4	3	0	SS
281	386	290	The technique is against department regulations, Minneapolis Mayor Jacob Frey said Tuesday, and the officer had no reasons to employ it.	"Minneapolis Police Chief Medaria Arradondo said during a news conference on Tuesday that the four officers involved in the incident were now ""former employees"". The city's mayor, Jacob Frey, confirmed that the officers had been terminated, saying ""this is the right decision for our city"". Four responding MPD officers involved in the death of George Floyd have been terminated."	0	3	4	VDS
282	387	291	"The technique that was used is not permitted; is not a technique that our officers get trained in on,"" he said."	"In a statement earlier on Tuesday, the Minneapolis Police Department said its officers were responding to a ""report of a forgery in progress"". ""After [the suspect] got out [of his car], he physically resisted officers,"" the statement said."	0	0	7	VDS
283	388	289	And our chief has been very clear on that piece.	It is unclear what happened before and after the video was taken.	0	0	7	VDS
284	389	286	In the video, the police officer's leg remains on Floyd for several minutes, even as the man is pleading for help.	The officer continues to hold down Floyd with his knee for several minutes, with Floyd pleading and asking for water.	4	3	0	SS
285	390	285	"My stomach hurts,"" Floyd can be heard telling the officer."	"The officer tells Floyd to ""relax"". Floyd responds: ""I can"""	0	1	6	VDS
286	391	285	"At one point the Floyd says, ""Give me some water or something."	"The officer tells Floyd to ""relax"". Floyd responds: ""I can"""	0	1	6	VDS
287	392	297	He was fired in 2019 after being found guilty in a disciplinary trial of using a chokehold on Garner and later sued the city over his termination	"Community members and leaders have expressed outrage over the incident, with many drawing comparisons to Eric Garner, an unarmed Black man who died in 2014 after being placed in a chokehold by New York City police and pleading: ""I can"""	2	0	5	VDS
288	393	298	Findings on the cause and manner of Floyd's death remain pending and it is being investigated by local, state and federal law enforcement, the Hennepin County Medical Examiner's Office said in a statement.	"""We all watched the horrific death of George Floyd on video as witnesses begged the police officer to take him to the police car and get off his neck,"" Crump, the Floyd"""	0	0	7	VDS
289	394	298	"Mayor Frey offered his condolences to Floyd's family Tuesday, adding that what the video shows was ""utterly messed up."""	"""We all watched the horrific death of George Floyd on video as witnesses begged the police officer to take him to the police car and get off his neck,"" Crump, the Floyd"""	0	2	5	VDS
290	395	281	"For five minutes, we watched as a white officer pressed his knee to the neck of a black man,"" Frey said in a news conference."	"A Black man who yelled ""I cannot breathe"" as a white Minneapolis police officer pinned him down with his knee in the US state of Minnesota died late on Monday, police confirmed, drawing outrage from community members and leaders, and leading to the officers"""	0	4	3	DS
291	396	291	"This officer failed in the most basic human sense,"" he said."	"In a statement earlier on Tuesday, the Minneapolis Police Department said its officers were responding to a ""report of a forgery in progress"". ""After [the suspect] got out [of his car], he physically resisted officers,"" the statement said."	0	0	7	VDS
292	397	300	"""Being black in America,"" he added, should not be ""a death sentence."	"many ""˜while Black' deaths will it take until the racial profiling and undervaluing of black lives by police"	0	2	5	VDS
293	398	295	"FBI is investigating The Federal Bureau of Investigation has opened an investigation into Floyd's death, which will focus on whether the Minneapolis Police Department officers involved ""willfully deprived (Floyd) of a right or privilege protected by the Constitution or laws of the United States,"" according to a statement from the FBI Minneapolis Division."	"an incident"". It added that it was sharing information with the FBI, which ""is conducting a separate federal civil rights investigation at the request of the Minneapolis Police Department."" Arradondo has said he requested the FBI involvement after receiving additional information ""from a community source""."	2	4	1	DS
294	399	294	The FBI said it will present its findings to the United States Attorney's Office for the District of Minnesota for consideration of possible federal charges.	"The Minnesota Bureau of Criminal Apprehensive (BCA) said it was ""investigating"	0	3	4	VDS
295	400	294	The Minnesota Bureau of Criminal Apprehension is conducting its own investigation into possible violations of Minnesota statutes, the FBI said.	"The Minnesota Bureau of Criminal Apprehensive (BCA) said it was ""investigating"	4	2	1	SS
296	401	281	Trump to receive 'full report' on Minneapolis death, calls it a 'very sad event'	"A Black man who yelled ""I cannot breathe"" as a white Minneapolis police officer pinned him down with his knee in the US state of Minnesota died late on Monday, police confirmed, drawing outrage from community members and leaders, and leading to the officers"""	0	0	7	VDS
297	402	298	Caption Hide Caption FBI investigates death of George Floyd who died after police restraint	"""We all watched the horrific death of George Floyd on video as witnesses begged the police officer to take him to the police car and get off his neck,"" Crump, the Floyd"""	0	2	5	VDS
298	403	298	The FBI is investigating the death of George Floyd after he was restrained by police in Minneapolis.	"""We all watched the horrific death of George Floyd on video as witnesses begged the police officer to take him to the police car and get off his neck,"" Crump, the Floyd"""	0	3	4	VDS
299	404	281	"“ President Donald Trump on Wednesday addressed the death of a Minneapolis black man who died after he was restrained by a white police officer, telling reporters he planned to receive a ""full report"" on the incident that he described as a ""very sad event."	"A Black man who yelled ""I cannot breathe"" as a white Minneapolis police officer pinned him down with his knee in the US state of Minnesota died late on Monday, police confirmed, drawing outrage from community members and leaders, and leading to the officers"""	1	2	4	VDS
300	405	290	During a tour of the Kennedy Space Center in Florida, where the president was scheduled to watch the historic SpaceX rocket launch before it was postponed due to inclement weather, Trump was asked whether the four officers involved in the incident should be prosecuted.	"Minneapolis Police Chief Medaria Arradondo said during a news conference on Tuesday that the four officers involved in the incident were now ""former employees"". The city's mayor, Jacob Frey, confirmed that the officers had been terminated, saying ""this is the right decision for our city"". Four responding MPD officers involved in the death of George Floyd have been terminated."	0	1	6	VDS
301	406	285	"And we're going to get a very full report,"" Trump said in his first public comments about Floyd's death."	"The officer tells Floyd to ""relax"". Floyd responds: ""I can"""	0	0	7	VDS
302	407	283	Trump later tweeted that the FBI and Department of Justice were investigating the matter at his request and offered his condolences to Floyd's family.	Floyd was identified by prominent civil rights lawyer Ben Crump, who said he had been retained by the Floyd family.	0	0	7	VDS
303	408	295	"I have asked for this investigation to be expedited and greatly appreciate all of the work done by local law enforcement,"" he added."	"an incident"". It added that it was sharing information with the FBI, which ""is conducting a separate federal civil rights investigation at the request of the Minneapolis Police Department."" Arradondo has said he requested the FBI involvement after receiving additional information ""from a community source""."	0	2	5	VDS
304	409	298	"At my request, the FBI and the Department of Justice are already well into an investigation as to the very sad and tragic death in Minnesota of George Floyd.... """	"""We all watched the horrific death of George Floyd on video as witnesses begged the police officer to take him to the police car and get off his neck,"" Crump, the Floyd"""	0	1	6	VDS
305	410	298	"” Donald J. Trump ( May 27, 2020 George Floyd, 46, died Monday evening, shortly after video footage showed him handcuffed, gasping for air and saying ""I can't breathe,"" as a white officer knelt on his neck."	"""We all watched the horrific death of George Floyd on video as witnesses begged the police officer to take him to the police car and get off his neck,"" Crump, the Floyd"""	1	5	1	DS
306	411	296	The video, taken by a bystander, circulated online and prompted protests in Minneapolis Tuesday.	The police officers involved in the incident were wearing body cameras, the Minneapolis police department said.	0	2	5	VDS
307	412	290	The Minneapolis Police Department fired four officers involved in the incident while the FBI and state law enforcement said they were investigating the death.	"Minneapolis Police Chief Medaria Arradondo said during a news conference on Tuesday that the four officers involved in the incident were now ""former employees"". The city's mayor, Jacob Frey, confirmed that the officers had been terminated, saying ""this is the right decision for our city"". Four responding MPD officers involved in the death of George Floyd have been terminated."	3	4	1	DS
308	413	288	Thousands of protesters demanding justice for Floyd gathered at the intersection where Floyd was restrained Tuesday.	Those who were watching the incident unfold can be heard begging police to move off Floyd.	1	0	6	VDS
309	414	296	The protests started peacefully, according to the Minneapolis Star-Tribune, but tensions escalated as the group reached a police precinct.	The police officers involved in the incident were wearing body cameras, the Minneapolis police department said.	0	0	7	VDS
310	415	291	Police identified the officers Wednesday as Derek Chauvin, Thomas Lane, Tou Thao and J. Alexander Kueng.	"In a statement earlier on Tuesday, the Minneapolis Police Department said its officers were responding to a ""report of a forgery in progress"". ""After [the suspect] got out [of his car], he physically resisted officers,"" the statement said."	0	0	7	VDS
311	416	282	Attorney Tom Kelly said he was representing Chauvin, the officer seen with his knee on Floyd's neck.	"Video of the incident shows the police officer pinning down George Floyd, believed to be in his 40s, to the pavement with his knee on the man"""	0	1	6	VDS
312	417	290	Trump's comments came as Floyd's sister, Bridgett Floyd, urged the police department to take further action while Minneapolis Mayor Jacob Frey called for criminal charges to be filed.	"Minneapolis Police Chief Medaria Arradondo said during a news conference on Tuesday that the four officers involved in the incident were now ""former employees"". The city's mayor, Jacob Frey, confirmed that the officers had been terminated, saying ""this is the right decision for our city"". Four responding MPD officers involved in the death of George Floyd have been terminated."	0	1	6	VDS
313	418	299	"I would like for those officers to be charged with murder because that"""	"abusive, excessive and inhumane use of force cost the life of a man who was being detained by the police for questioning about a non-violent charge,"" he added."	1	1	5	VDS
314	419	298	"They murdered my brother; he was crying for help,"" Bridgett Floyd told NBC's ""Today"" on Wednesday."	"""We all watched the horrific death of George Floyd on video as witnesses begged the police officer to take him to the police car and get off his neck,"" Crump, the Floyd"""	1	1	5	VDS
315	420	297	The case recalls the 2014 death of Eric Garner, an unarmed black man who died in New York City after he was placed in a chokehold by a police officer.	"Community members and leaders have expressed outrage over the incident, with many drawing comparisons to Eric Garner, an unarmed Black man who died in 2014 after being placed in a chokehold by New York City police and pleading: ""I can"""	4	3	0	SS
316	421	281	"Garner was heard in a video of the incident telling police, ""I can't breathe,"" a phrase that became a rallying cry in the Black Lives Matter movement."	"A Black man who yelled ""I cannot breathe"" as a white Minneapolis police officer pinned him down with his knee in the US state of Minnesota died late on Monday, police confirmed, drawing outrage from community members and leaders, and leading to the officers"""	2	1	4	VDS
317	422	298	What we know about the death of George Floyd: 4 Minneapolis police officers fired after 'horrifying' video hits social media Floyd's death has garnered attention from dozens of activists, politicians and celebrities who expressed outrage over the incident.	"""We all watched the horrific death of George Floyd on video as witnesses begged the police officer to take him to the police car and get off his neck,"" Crump, the Floyd"""	1	0	6	VDS
318	423	297	"""Watching his life be taken in the same manner, echoing nearly the same words of Eric Garner more five years ago -"	"Community members and leaders have expressed outrage over the incident, with many drawing comparisons to Eric Garner, an unarmed Black man who died in 2014 after being placed in a chokehold by New York City police and pleading: ""I can"""	1	5	1	DS
319	424	298	"President Donald Trump on Wednesday called the death of George Floyd ""very sad and tragic"" and said ""justice will be served"" in the Minnesota man's case."	"""We all watched the horrific death of George Floyd on video as witnesses begged the police officer to take him to the police car and get off his neck,"" Crump, the Floyd"""	0	0	7	VDS
320	425	303	Floyd, 46, died Monday night after a Minneapolis police officer pinned him by the neck with his knee for more than eight minutes.	Minneapolis Police officers killed a Black man last night by placing a knee on the back of his neck while he was handcuffed and lying on the ground.	5	0	2	SS
321	426	284	"Video of the incident shows Floyd pleading ""Please, please, please, I can't breathe,"" before he died."	"Floyd can be heard saying in the video: ""Please, please, I cannot breathe."""	7	0	0	SS
322	427	285	"While in Florida for the aborted launch of a SpaceX flight to the International Space Station, Trump was asked by NBC News' Kelly O'Donnell about Floyd's case and said: ""I'm very sad about that."	"The officer tells Floyd to ""relax"". Floyd responds: ""I can"""	0	0	7	VDS
323	428	298	"Full coverage of George Floyd's death and protests around the country Asked whether he thought the police officers involved, who have been fired, should be prosecuted, he said: ""We're going to look at it, and we're going to get a report tomorrow"	"""We all watched the horrific death of George Floyd on video as witnesses begged the police officer to take him to the police car and get off his neck,"" Crump, the Floyd"""	0	0	7	VDS
324	429	289	when we get back, and we're going to get a very full report.	It is unclear what happened before and after the video was taken.	0	2	5	VDS
325	430	295	In a pair of evening tweets, Trump seemed to try to take credit for the FBI's involvement in the case and said he has asked for its work to be expedited.	"an incident"". It added that it was sharing information with the FBI, which ""is conducting a separate federal civil rights investigation at the request of the Minneapolis Police Department."" Arradondo has said he requested the FBI involvement after receiving additional information ""from a community source""."	0	0	7	VDS
326	431	298	"At my request, the FBI and the Department of Justice are already well into an investigation as to the very sad and tragic death in Minnesota of George Floyd.... """	"""We all watched the horrific death of George Floyd on video as witnesses begged the police officer to take him to the police car and get off his neck,"" Crump, the Floyd"""	0	0	7	VDS
327	432	298	"At my request, the FBI and the Department of Justice are already well into an investigation as to the very sad and tragic death in Minnesota of George Floyd,"" he wrote."	"""We all watched the horrific death of George Floyd on video as witnesses begged the police officer to take him to the police car and get off his neck,"" Crump, the Floyd"""	0	1	6	VDS
328	433	303	Download the NBC News app for breaking news and politics	Minneapolis Police officers killed a Black man last night by placing a knee on the back of his neck while he was handcuffed and lying on the ground.	0	0	7	VDS
329	434	295	"Minneapolis Police Chief Medaria Arradondo told reporters Tuesday morning that he had asked the FBI to get involved in the case ""knowing that there could be a question of civil rights."	"an incident"". It added that it was sharing information with the FBI, which ""is conducting a separate federal civil rights investigation at the request of the Minneapolis Police Department."" Arradondo has said he requested the FBI involvement after receiving additional information ""from a community source""."	0	6	1	DS
330	435	286	The officer who was kneeling on Floyd's neck is white, and Floyd was black.	The officer continues to hold down Floyd with his knee for several minutes, with Floyd pleading and asking for water.	1	1	5	VDS
331	436	290	"Trump's Democratic presidential rival, Joe Biden, tweeted Tuesday that Floyd ""deserved better"" and explicitly took aim at the officers involved in his death."	"Minneapolis Police Chief Medaria Arradondo said during a news conference on Tuesday that the four officers involved in the incident were now ""former employees"". The city's mayor, Jacob Frey, confirmed that the officers had been terminated, saying ""this is the right decision for our city"". Four responding MPD officers involved in the death of George Floyd have been terminated."	0	0	7	VDS
332	437	296	"I'm grateful for the swift action in Minneapolis to fire the officers involved ""” they must be held responsible for their egregious actions,"" Biden said."	The police officers involved in the incident were wearing body cameras, the Minneapolis police department said.	0	0	7	VDS
333	438	290	"The former vice president also spoke about Floyd's ""horrific killing"" Wednesday, calling it a ""tragic reminder that this was not an isolated incident but a part of an ingrained systemic cycle of injustice that still exists in this country."	"Minneapolis Police Chief Medaria Arradondo said during a news conference on Tuesday that the four officers involved in the incident were now ""former employees"". The city's mayor, Jacob Frey, confirmed that the officers had been terminated, saying ""this is the right decision for our city"". Four responding MPD officers involved in the death of George Floyd have been terminated."	0	0	7	VDS
334	498	439	A massive explosion shook Beirut on Tuesday, killing at least 70 people and injuring thousands of others while flattening much of the port, damaging buildings across the capital, and sending a giant mushroom cloud into the sky.	A massive explosion rocked Beirut on Tuesday, flattening much of the city's port, damaging buildings across the capital and sending a giant mushroom cloud into the sky.	6	1	0	SS
335	499	459	At a press conference later Tuesday, President Trump said U.S. military generals told him that they think the massive explosion was likely a bomb.	"During a Tuesday night press conference, Mr. Trump said the blast ""looks like a terrible attack."	0	4	3	DS
336	500	459	"I've bet with some of our great generals and they just seem to feel that this was not some kind of manufacturing explosion type of an event,"" Trump said."	"During a Tuesday night press conference, Mr. Trump said the blast ""looks like a terrible attack."	0	1	6	VDS
337	501	471	The Lebanese Red Cross tweeted that more than 30 teams were responding to the scene of the blast via ambulances.	Emergency teams streamed in from across Lebanon to help, and the injured had to be taken to hospitals outside the capital.	1	3	3	<\n>
338	502	440	The health minister said at least 70 people were killed and over 3,000 were injured.	More than 70 people were killed and 3,000 injured, with bodies buried in the rubble, officials said.	4	3	0	SS
339	503	471	Lebanese Red Cross official Georges Kettaneh said the injured were being taken to hospitals outside the capital because facilities there were at capacity.	Emergency teams streamed in from across Lebanon to help, and the injured had to be taken to hospitals outside the capital.	1	6	0	DS
340	504	440	He put the number of casualties in the hundreds but said he did not have exact figures on dead or injured.	More than 70 people were killed and 3,000 injured, with bodies buried in the rubble, officials said.	0	2	5	VDS
341	505	444	Abbas Ibrahim, chief of Lebanese General Security, said the explosion might have been caused by highly explosive material that was confiscated from a ship some time ago and stored at the port.	Lebanon's interior minister said it appeared that a large cache of ammonium nitrate in the port had detonated.	0	5	2	DS
342	506	448	Local television channel LBC said the material was sodium nitrate.	Local TV stations reported that a fireworks warehouse was involved.	0	0	7	VDS
343	507	467	The blast was stunning even for a city that has seen civil war, suicide bombings and bombardment by Israel.	The blast was stunning even for a city that has seen civil war, suicide bombings and bombardment by Israel.	6	1	0	SS
344	508	468	It could be heard and felt as far away as Cyprus, more than 180 miles across the Mediterranean.	It could be heard and felt as far away as Cyprus, more than 180 miles across the Mediterranean.	7	0	0	SS
345	509	469	"I haven't seen anything like that since the days of the (civil) war,"" said Marwan Ramadan, who was about 550 yards from the port and was knocked off his feet by the force of the explosion."	"I haven't seen anything like that since the days of the (civil) war,"" said Marwan Ramadan, who was about 500 yards from the port and was knocked off his feet by the force of the explosion."	6	0	1	SS
346	510	451	Witnesses reported seeing a strange orange-colored cloud over the site after the explosion.	Getty Images Witnesses reported seeing a strange orange-colored cloud over the site after the explosion.	6	0	1	SS
347	511	452	Orange clouds of toxic nitrogen dioxide gas often accompany an explosion involving nitrates.	Orange clouds of toxic nitrogen dioxide gas often accompany an explosion involving nitrates.	7	0	0	SS
348	512	477	Video taken by residents showed a fire raging at the port, sending up a giant column of smoke, illuminated by flashes of what appear to be fireworks.	Getty Initially, video taken by residents showed a fire raging at the port, sending up a giant column of smoke, illuminated by flashes of what appear to be fireworks.	5	2	0	SS
349	513	448	Local TV stations reported that a fireworks warehouse was involved.	Local TV stations reported that a fireworks warehouse was involved.	7	0	0	SS
